LOCATION,n
wh|ww: oval o,16
wh|ww: roosev,180
wh|ww: west w,3
wh|ww: whsr,2
wh|ww: ww lob,30
wh|ww_whsr,1
wh|wwfl1,3
wh|wwflr1,4
wh|wwg37,46
wh|wwg40,10
wh|wwg47,28
wh|wwg49,3
wh|wwg50,58
wh|wwg59,1
wh|wwg68,1
wh|wwg74,47
wh|wwlobby,2
wh|wwmess,52
wh|wwsr,1
wh|wwt,123
wh|wwt reclear,3
wh|wwtour,4
